Gini Index,Vacant Housing,Percent Unemployed,Median Family Income,Income Quartile,HighIncome
0.4448,722,11.54280551163316,45574,1,0
0.4748,10119,5.8269124931205285,48465,1,0
0.4503,31165,9.686543453833934,59436,3,1
0.4353,5525,6.662972710901786,52765,2,0
0.4618,6366,9.947817836812144,51959,2,0
0.5009,3827,8.527791463250772,47048,1,0
0.4499,3335,8.925869894099849,59548,3,1
0.4723,5231,8.759993196121789,48113,1,0
0.5183,4746,5.873645255088554,88887,4,1
0.4733,2541,11.553621704632711,39759,1,0
0.4721,3703,9.41101367469677,45712,1,0
0.4681,4788,6.125869702719798,48039,1,0
0.4197,237,4.662698412698413,54904,2,0
0.4348,179,1.8463810930576072,56667,2,0
0.4044,1178,3.6951233638364416,65541,3,1
0.3823,270,3.002528445006321,65890,3,1
0.4281,413,4.098360655737705,61842,3,1
0.414,251,5.048902987047317,64005,3,1
0.4596,271,3.6111111111111107,63693,3,1
0.3954,702,4.334254882725408,72964,4,1
0.4176,2104,5.314853871648087,73918,4,1
0.4481,1808,4.497201967101915,61235,3,1
0.359,547,4.660414890593919,68942,4,1
0.4285,486,5.710738671632527,50262,2,0
0.4755,470,3.7593984962406015,57031,2,0
0.4149,678,4.813664596273292,58870,3,1
0.4416,208,3.8519637462235647,61806,3,1
0.3971,528,2.914951989026063,56579,2,0
0.4218,295,7.926829268292683,56324,2,0
0.4486,1374,5.54030271031327,59401,3,1
0.407,461,5.077928607340372,62072,3,1
0.4254,168,3.5791757049891544,66125,3,1
0.4127,1120,4.70825626366235,62194,3,1
0.4208,731,3.9117769454848106,53337,2,0
0.4762,3293,5.739662435935278,66083,3,1
0.4172,1183,5.599661268127448,61284,3,1
0.4319,732,8.891134124778985,56161,2,0
0.4468,3919,5.825677795205019,73647,4,1
0.4062,1639,6.245261561789235,49983,1,0
0.4387,1630,7.390728476821192,51891,2,0
0.4371,1241,9.269932756964456,59507,3,1
0.4144,4012,6.4009750152346125,63341,3,1
0.4608,32430,6.28684322938915,64020,3,1
0.4809,7022,8.069254984260231,53608,2,0
0.4686,17483,6.989951043545478,61071,3,1
0.4485,3487,6.194262619162676,61975,3,1
0.5205,2932,9.734290391638332,47811,1,0
0.424,628,8.41094295692666,51054,2,0
0.4985,3337,6.948956555255768,53490,2,0
0.4491,3201,6.484670663775141,60868,3,1
0.4594,1561,6.373842644361945,54974,2,0
0.4572,968,12.798491830749894,35422,1,0
0.423,1539,8.963540837446267,57615,2,0
0.4299,1143,4.100895560853038,98212,4,1
0.4578,1213,11.242001163467132,42660,1,0
0.4333,1621,7.120879120879121,51776,2,0
0.3813,1912,6.735014225448838,67256,4,1
0.479,751,10.49233252623083,39697,1,0
0.484,1377,14.815481548154816,36690,1,0
0.4185,2153,8.449736661323563,52469,2,0
0.5215,752,10.197210197210199,29919,1,0
0.4854,2120,10.611764705882353,29837,1,0
0.4785,892,7.208237986270023,39863,1,0
0.4976,617,13.806172171088251,30530,1,0
0.438,1742,10.054075705988383,48551,1,0
0.4612,415,8.80651945320715,55505,2,0
0.4542,1333,7.120743034055728,62231,3,1
0.4565,776,8.748996674693268,47568,1,0
0.4111,2229,5.312323640359996,80869,4,1
0.4815,2143,13.331470095025152,33178,1,0
0.4581,1559,12.90360873694207,37875,1,0
0.4932,4469,10.240730373368933,42139,1,0
0.5281,451,9.079993996698184,79491,4,1
0.4254,3957,5.279366476022878,48180,1,0
0.447,3211,6.425856972860927,58850,3,1
0.4006,2124,8.615757996012828,51966,2,0
0.4461,7024,3.983338475779081,111347,4,1
0.4291,6615,8.916866090937466,60491,3,1
0.4377,10056,3.39974323617517,147164,4,1
0.468,2319,9.68040147913365,40211,1,0
0.3775,2116,4.895074512302858,107987,4,1
0.5428,10925,9.089291011569268,52120,2,0
0.4357,1347,6.216169023921774,55445,2,0
0.4939,3061,8.3342776203966,50086,2,0
0.3662,162,4.582843713278495,79819,4,1
0.4433,795,6.605271514766592,46957,1,0
0.3901,955,6.0397487739826206,80750,4,1
0.4458,811,5.033814940055334,66511,4,1
0.4533,1694,6.997030438010393,42815,1,0
0.3982,412,6.637970095151789,50237,2,0
0.4083,8248,8.413468876881277,75474,4,1
0.4604,424,8.993212669683258,53229,2,0
0.3857,1889,5.353474320241692,55956,2,0
0.4504,7806,12.136871045745139,55157,2,0
0.4459,298,6.971514242878561,57411,2,0
0.4083,5751,9.068370363306952,55180,2,0
0.4102,18552,6.191495946029585,86482,4,1
0.4184,2182,10.729049229612928,45667,1,0
0.4654,4165,7.850033178500332,49986,1,0
0.4314,1799,7.786608048698004,51250,2,0
0.433,1382,7.444243520192888,46491,1,0
0.4374,5190,5.685358255451713,53101,2,0
0.4646,2560,7.425663857529019,51646,2,0
0.4556,811,5.374032674118659,46513,1,0
0.4306,1209,10.945767195767196,43786,1,0
0.5259,6572,6.074605780611661,70887,4,1
0.4483,1904,8.47233691164327,47713,1,0
0.4691,10746,6.421730255927146,58966,3,1
0.4174,2593,7.707416186928548,55106,2,0
0.4168,1847,8.428745432399513,51080,2,0
0.4352,1855,6.977036014556407,44469,1,0
0.4343,1957,14.627532301802521,50250,2,0
0.4646,1553,9.649344096871847,47707,1,0
0.4493,1599,12.077957727147954,47114,1,0
0.4457,1800,11.228493812254754,50240,2,0
0.4587,8254,8.85533523335961,56174,2,0
0.4363,1159,7.386541471048513,51270,2,0
0.4443,9855,6.6921022140561295,83308,4,1
0.4372,8366,7.40984222389181,52517,2,0
0.4789,3311,10.778497487741388,47788,1,0
0.4252,3122,9.095301708211352,58019,3,1
0.4377,1766,8.620538454792598,67287,4,1
0.4083,1527,7.219162076448004,53602,2,0
0.4659,11545,8.707129951198645,59001,3,1
0.427,10510,6.579207790151475,81887,4,1
0.4284,5993,6.894454580638028,60826,3,1
0.4273,1645,5.503940273745334,65041,3,1
0.4064,2430,4.307770737746704,61965,3,1
0.4055,3490,5.054640456239844,68809,4,1
0.4648,1008,10.997596153846153,38486,1,0
0.3976,480,6.1991233562930494,58421,3,1
0.4421,284,6.851311953352769,63125,3,1
0.4399,1136,9.392072532837382,55078,2,0
0.4191,1050,5.9172344183699215,65900,3,1
0.4342,1554,8.38607009363088,69081,4,1
0.4246,1647,6.909258406264394,65135,3,1
0.4195,1775,6.12412659268393,62053,3,1
0.5001,2331,7.38404452690167,55923,2,0
0.4552,1060,6.735108303249097,62217,3,1
0.4125,1256,7.853782120883097,68324,4,1
0.4136,667,5.761316872427984,79132,4,1
0.417,792,7.161562108618923,69457,4,1
0.4266,1582,7.9881050041017225,52632,2,0
0.4332,1536,6.412911084043849,66691,4,1
0.4114,950,7.1123079360050685,64704,3,1
0.4158,2802,9.365715023898721,63243,3,1
0.4289,1043,5.638903259182618,56843,2,0
0.4241,742,5.402570154733805,68984,4,1
0.4421,1679,5.677966101694915,55527,2,0
0.4318,2751,6.351824521804556,61860,3,1
0.4105,1527,4.771542781966301,79178,4,1
0.4259,396,7.1752951861943695,60633,3,1
0.4496,1647,9.396575919169239,57037,2,0
0.4349,4465,9.74822466107166,54623,2,0
0.4456,4083,7.589199614271938,60042,3,1
0.4302,1086,8.868989205103043,55930,2,0
0.4401,1415,4.893169489649065,68160,4,1
0.416,2059,7.804025551404122,57211,2,0
0.4368,677,4.262734584450402,58292,3,1
0.4205,1965,5.271768025847614,68369,4,1
0.4275,1058,8.854385228703315,58325,3,1
0.4844,18439,6.961189278734496,97079,4,1
0.4328,1320,6.113383985973115,69192,4,1
0.4508,361,9.68113714944295,59815,3,1
0.4237,649,8.77480972989106,58510,3,1
0.4274,856,8.132090306638212,53750,2,0
0.3912,1351,5.157878200764518,58351,3,1
0.4392,5700,8.793116752835866,59146,3,1
0.4104,3289,5.42158656244803,61536,3,1
0.3755,1263,6.384941871193947,64839,3,1
0.4168,532,5.369127516778524,60146,3,1
0.4005,1808,7.716916691885349,64461,3,1
0.3773,1126,6.571488557631746,60675,3,1
0.4223,1155,5.646527385657821,54680,2,0
0.3913,558,5.25006546216287,65000,3,1
0.4624,5728,8.129531174480425,52743,2,0
0.4303,1640,4.519540083447463,74552,4,1
0.4212,1424,6.221155621192542,61966,3,1
0.4285,2498,5.1987033257293795,67121,4,1
0.4395,716,5.658981629885341,55669,2,0
0.43,1700,5.970149253731343,54599,2,0
0.4483,26251,9.582728363108389,61925,3,1
0.4087,2193,6.978211491545386,61196,3,1
0.4281,839,5.46263233727996,59610,3,1
0.4405,1404,9.156879595149432,48820,1,0
0.3723,2677,5.00210830672851,84726,4,1
0.4174,1283,2.8872675504938163,70633,4,1
0.4149,4075,8.089887640449438,50086,2,0
0.3842,2238,4.890815840955956,78883,4,1
0.464,5952,7.6403913084375885,58178,3,1
0.5244,843,12.266009852216749,40233,1,0
0.4753,2307,15.03692101141195,41990,1,0
0.4595,3442,7.943644363234198,64453,3,1
0.4296,7680,4.621056639518578,85654,4,1
0.4415,3968,8.734293594851364,42328,1,0
0.4529,6069,6.064756797715152,48602,1,0
0.427,4432,7.473161530139532,65945,3,1
0.4543,4828,8.609415867480385,47145,1,0
0.4567,5736,12.04207885509023,46684,1,0
0.4354,2261,16.13670133729569,44287,1,0
0.4497,1382,6.591530054644809,46476,1,0
0.4531,5359,8.931430936144945,57423,2,0
0.4575,2641,7.938580456468376,51996,2,0
0.4396,4051,7.525889899794558,54777,2,0
0.4238,1024,5.6488103926434095,60819,3,1
0.5087,186,5.8165548098434,47833,1,0
0.4607,2866,10.632434000580215,41589,1,0
0.368,477,6.749120375306536,74017,4,1
0.4139,607,5.789923142613151,53019,2,0
0.4977,935,9.583249446345883,39574,1,0
0.4353,630,5.331491712707182,56761,2,0
0.439,2636,7.593371258966114,47822,1,0
0.4819,1517,5.570372628210013,53196,2,0
0.4774,759,7.543753771876887,48608,1,0
0.4076,470,6.626663188103313,53233,2,0
0.4863,2040,10.286677908937605,34171,1,0
0.4735,850,18.59341986115303,38701,1,0
0.4207,5239,7.602996254681647,63348,3,1
0.4632,1129,10.690028546116743,41400,1,0
0.4025,505,7.444574095682614,54375,2,0
0.4879,781,8.977556109725686,45237,1,0
0.461,1302,10.710798672134349,44974,1,0
0.4574,793,7.396753647010479,48545,1,0
0.4439,784,7.111834961997829,50806,2,0
0.4764,963,7.961838681699914,50954,2,0
0.4673,1007,9.319274306093968,42699,1,0
0.4498,4341,10.39786401925391,46689,1,0
0.4797,3769,6.882022471910113,44778,1,0
0.4018,666,6.360655737704918,57665,3,1
0.4365,2878,6.372765123683566,55690,2,0
0.4614,2405,9.936726491304867,43998,1,0
0.4307,3073,6.817201208111606,57686,3,1
0.4532,1543,8.907688479721324,48441,1,0
0.4719,486,7.774193548387097,48925,1,0
0.4904,1688,8.483171968649147,49250,1,0
0.4121,1604,5.327382023685252,74641,4,1
0.4582,3890,6.794344184854842,58457,3,1
0.4553,964,7.691524042379788,55504,2,0
0.5091,2296,8.509162951956414,55634,2,0
0.4577,840,6.099143524526343,52517,2,0
0.4962,12419,6.416977458776066,68943,4,1
0.4518,1727,10.165394402035624,45169,1,0
0.4224,1333,10.668670172802404,45608,1,0
0.4553,924,8.513743614692288,39205,1,0
0.5076,1721,15.212981744421908,42744,1,0
0.5063,5622,9.188417468975363,46290,1,0
0.5069,1171,11.671536214055052,29846,1,0
0.4495,1379,5.797270500408259,44400,1,0
0.4712,27465,8.237242877696648,86124,4,1
0.4413,15256,7.697954255450516,83925,4,1
0.418,4001,6.267325118218453,101103,4,1
0.5444,29528,8.211897957064865,107309,4,1
0.4719,54244,8.607117739307446,60669,3,1
0.456,2197,10.563311529825246,56218,2,0
0.4115,6963,8.872416891284816,68214,4,1
0.5006,855,15.03834611537179,44531,1,0
0.4557,6938,7.55070115648919,67203,4,1
0.4861,98689,7.349105691757879,62438,3,1
0.4625,28853,9.883998951054345,52381,2,0
0.487,2572,10.140845070422536,43907,1,0
0.5308,19669,10.32785795038904,58772,3,1
0.5169,136426,8.231471765126443,68427,4,1
0.4772,15757,6.028231699842529,88193,4,1
0.5264,151211,8.535768104351561,50373,2,0
0.4306,11507,7.63020769625951,55169,2,0
0.4886,4330,9.233044580604268,48553,1,0
0.4704,984,13.997785160575857,44830,1,0
0.4455,1092,9.12384716732543,49375,1,0
0.4344,14332,7.908597679299829,63025,3,1
0.4458,2526,9.56728640991589,45943,1,0
0.4492,1762,13.077546609024587,46447,1,0
0.4768,118997,8.466293710028438,59534,3,1
0.4409,31509,10.105140186915888,49062,1,0
0.5298,70568,6.408868265016757,69107,4,1
0.4512,5384,11.220187112926604,44270,1,0
0.4469,43685,8.213405384907091,56495,2,0
0.4636,14467,12.27621483375959,42926,1,0
0.4475,3544,10.296830454469227,45907,1,0
0.4287,3305,8.291825373571637,39397,1,0
0.4167,1372,10.068159688412853,45837,1,0
0.4605,4427,11.726930057238587,53788,2,0
0.4583,2947,5.306200076074553,39819,1,0
0.4625,9375,11.425725668753557,41155,1,0
0.4248,570,10.52870433401407,45380,1,0
0.4668,43375,7.5068029805956105,63180,3,1
0.4624,4489,9.928944224360183,43354,1,0
0.43,1345,6.832522084009375,62048,3,1
0.4639,50854,7.802988130084221,52950,2,0
0.4848,15547,9.586248200109585,71030,4,1
0.4883,1771,12.373225152129818,40238,1,0
0.3664,2131,4.057777078085642,85587,4,1
0.4227,1326,5.222222222222222,52248,2,0
0.4116,770,5.023533249452444,63579,3,1
0.4313,1353,3.0041226026169565,105464,4,1
0.424,1205,4.559650218613367,60824,3,1
0.4109,8098,5.9958874661183295,57968,3,1
0.3898,946,3.7686809616634176,69850,4,1
0.4234,1716,3.6707056307911614,69410,4,1
0.4603,10753,6.472577917371345,75578,4,1
0.4509,585,2.9615745079662603,72946,4,1
0.4384,632,3.340668133626725,61396,3,1
0.4288,1849,5.671503345921951,71159,4,1
0.4452,577,4.84923293951684,58903,3,1
0.3936,2106,3.990474270450078,103190,4,1
0.3903,452,3.332170272156315,78328,4,1
0.4204,1056,3.3823026990092244,71442,4,1
0.4558,455,4.211431027073485,60072,3,1
0.5079,7252,7.955832389580975,46516,1,0
0.4655,13866,6.0372835378355365,60556,3,1
0.4236,6998,7.941091250611968,70368,4,1
0.4383,1752,10.372184133202742,48183,1,0
0.4669,2595,6.360145712316628,60516,3,1
0.432,8989,9.953071726029465,54909,2,0
0.4482,3748,10.548075515878823,42587,1,0
0.479,9479,6.325719215333258,70724,4,1
0.4697,1841,11.812969553183077,44369,1,0
0.4383,2885,9.36079446115113,57288,2,0
0.4831,15980,7.730714603138643,67451,4,1
0.4635,6829,9.904942965779467,58216,3,1
0.45,6189,11.774753041855224,51424,2,0
0.4741,2053,13.363774733637749,37479,1,0
0.5248,12663,8.849726671508849,61445,3,1
0.4971,4342,11.557472813876156,41656,1,0
0.4565,6158,6.9242908279127064,54263,2,0
0.4695,591,12.88305190744215,36958,1,0
0.4352,1842,3.2397408207343417,96081,4,1
0.4367,490,2.1812893843916625,65962,3,1
0.4509,403,1.8551236749116609,81635,4,1
0.5139,1561,4.213483146067416,79632,4,1
0.4621,3947,2.043041606886657,98173,4,1
0.4509,119,2.990654205607477,83125,4,1
0.4741,623,1.597676107480029,65673,3,1
0.4505,528,1.0542168674698795,79289,4,1
0.5006,598,2.6851098454027666,66071,3,1
0.4787,448,2.6098447307565245,82635,4,1
0.4343,301,4.106972301814708,69615,4,1
0.513,732,6.093328191284226,46182,1,0
0.502,418,1.7586712261846604,68021,4,1
0.4416,1060,2.239705966806409,83298,4,1
0.5215,902,3.8010323791647114,85341,4,1
0.4802,555,1.0744985673352434,59489,3,1
0.4579,394,0.8360128617363344,67500,4,1
0.4945,706,5.098893122845219,48419,1,0
0.4522,728,3.314246052403262,65893,3,1
0.4674,1340,2.342606149341142,73536,4,1
0.4701,684,2.7745081553724567,74750,4,1
0.4835,2297,3.458794463912068,72588,4,1
0.4738,1005,3.66857551896922,97917,4,1
0.4409,1616,1.4620511717910127,75217,4,1
0.4708,305,1.5751789976133652,56746,2,0
0.4038,268,0.9295120061967467,83182,4,1
0.4401,326,2.20214568040655,87574,4,1
0.4339,1769,2.1661904394161713,86783,4,1
0.4737,303,1.7982017982017984,66910,4,1
0.424,194,2.185792349726776,79712,4,1
0.4399,919,2.5987896048415804,72876,4,1
0.4693,768,1.1237785016286646,68491,4,1
0.3924,309,1.1844331641285957,69406,4,1
0.438,365,1.6012810248198557,73958,4,1
0.4761,183,3.9453717754172986,57955,3,1
0.4706,134,0.0,73654,4,1
0.4075,1232,3.735749563667422,82022,4,1
0.4538,1625,11.085470844057868,49307,1,0
0.4118,1026,6.066059707812831,59974,3,1
0.5259,3035,17.083333333333332,50220,2,0
0.4858,13296,8.447767958305008,57675,3,1
0.459,2119,7.529843893480257,52643,2,0
0.4548,5720,9.803453013919588,50512,2,0
0.3659,772,1.0901162790697674,91250,4,1
0.42,818,22.621564482029598,57750,3,1
0.3924,608,4.488977955911824,82301,4,1
0.4158,1045,7.5734995258095115,81136,4,1
0.4268,1069,11.248852157943066,57039,2,0
0.379,1125,4.934140641597621,104831,4,1
0.4587,2079,18.359375,47750,1,0
0.3762,1004,1.2048192771084338,101806,4,1
0.3908,811,10.214592274678111,66667,4,1
0.3991,363,7.197290431837426,62188,3,1
0.4713,55438,9.214113975311992,58613,3,1
0.4244,2353,14.42410428093169,57710,3,1
0.4529,11171,8.567107589409334,54773,2,0
0.4847,13374,15.807433367149311,39115,1,0
0.4388,19147,12.461388685232148,44989,1,0
0.4696,23464,18.525791103390983,43638,1,0
0.4528,1586,7.02846975088968,41930,1,0
0.4903,1385,12.906264719736221,46429,1,0
0.4498,1219,4.0576097493421965,46242,1,0
0.452,2025,8.427876823338735,44881,1,0
0.3838,873,5.978684689368339,54563,2,0
0.422,3930,8.231028231028231,53200,2,0
0.4876,5449,9.758114533801944,52273,2,0
0.4875,2042,8.531788600443395,54384,2,0
0.4712,1370,10.453141091658084,79832,4,1
0.4985,1993,10.00172741406115,44759,1,0
0.4074,988,3.546099290780142,79146,4,1
0.4625,1222,3.885658914728682,60823,3,1
0.49,3797,13.099408802277207,44239,1,0
0.4644,3212,9.104093397628803,48031,1,0
0.459,9023,7.3123839287905685,75631,4,1
0.5147,15248,7.057169146368987,53012,2,0
0.4086,3464,5.899533679616323,80613,4,1
0.4924,3892,11.173695496783417,51001,2,0
0.4904,1124,14.339356958460456,41989,1,0
0.4885,2173,9.803093044874503,55279,2,0
0.429,5659,6.211132904559899,67395,4,1
0.5513,4369,12.125883108542068,46933,1,0
0.5207,1174,7.288051561725335,53313,2,0
0.4871,1589,10.10692464358452,44839,1,0
0.4573,1686,5.583670715249663,47813,1,0
0.428,1703,8.1715423035037,73382,4,1
0.4999,1436,14.972180070814364,32411,1,0
0.4219,15490,7.362462540234563,53327,2,0
0.4747,1059,12.822532991924366,37250,1,0
0.4851,10177,9.111373868752558,51914,2,0
0.4534,2948,7.115228013029316,50404,2,0
0.4724,969,12.280701754385964,40400,1,0
0.5096,1379,7.714430722382,39804,1,0
0.486,1793,8.05737186247627,41136,1,0
0.4388,4527,6.178921121449857,47559,1,0
0.4325,1713,8.158859265953708,53185,2,0
0.4994,2203,17.635419243136287,34175,1,0
0.4231,2250,6.75404291301131,44151,1,0
0.4106,980,3.7475619949846752,62669,3,1
0.4492,2590,4.796952380952381,71988,4,1
0.4386,4355,4.779072919490377,67365,4,1
0.3973,979,3.255813953488372,66102,3,1
0.3863,3702,4.8493562512254105,67868,4,1
0.4522,14770,7.681233933161953,51476,2,0
0.4087,3216,4.845312863456617,64986,3,1
0.4311,8018,6.342799481043679,51867,2,0
0.4421,11321,5.8620441631302596,67366,4,1
0.4071,3476,4.643226661342143,68695,4,1
0.4228,664,4.21875,65452,3,1
0.4239,1367,3.5981147258305555,57828,3,1
0.4296,5165,6.336311941510966,57788,3,1
0.4045,546,2.998885172798216,63909,3,1
0.4162,1192,2.7720086466324756,80211,4,1
0.3759,1216,2.6004388015681763,79699,4,1
0.4327,6633,8.651316160943164,70767,4,1
0.4583,868,4.512276045122761,66700,4,1
0.4069,4209,5.593824709266988,74719,4,1
0.4861,4716,2.12344667486003,96113,4,1
0.447,3537,7.43088571931678,56282,2,0
0.4383,2812,7.677340449188348,59818,3,1
0.4591,2066,9.014749788333853,67044,4,1
0.409,1505,6.209076540979906,78959,4,1
0.4374,1193,7.206893550352511,60726,3,1
0.4773,3918,3.6344743276283618,85709,4,1
0.517,5983,7.657773217034376,58886,3,1
0.4318,2210,6.406685236768802,56056,2,0
0.5214,7707,5.729889931684949,64859,3,1
0.4478,719,4.468541468064824,62328,3,1
0.4288,1910,5.291805261566374,57032,2,0
0.4446,4321,7.6132421954703124,60286,3,1
0.5063,901,12.043561819346573,33247,1,0
0.4633,2487,8.37876273998578,52734,2,0
0.4726,1361,6.854945637761867,43324,1,0
0.4326,702,5.409836065573771,47267,1,0
0.4322,375,15.011709601873536,58284,3,1
0.4679,1073,6.894484412470024,54732,2,0
0.3768,484,7.20524017467249,49058,1,0
0.4549,1489,5.777777777777778,59906,3,1
0.4477,3001,12.807295796986518,37831,1,0
0.4864,1047,6.801736613603474,41554,1,0
0.4441,1864,10.105701473414477,58067,3,1
0.452,962,4.2885418957554435,72479,4,1
0.5006,1190,16.965428937259926,37188,1,0
0.4902,1533,8.044083617680512,60197,3,1
0.4752,1122,8.755595344673232,41813,1,0
0.4546,935,5.052430886558628,53245,2,0
0.52,3563,5.120728630868525,56760,2,0
0.437,923,4.886403052375997,71687,4,1
0.4891,2472,9.837735574474278,39488,1,0
0.4539,14531,4.311539329101279,63339,3,1
0.4177,703,3.4280420012353305,62462,3,1
0.3746,4062,4.389567223832218,86298,4,1
0.4005,607,3.454213409861727,74001,4,1
0.4445,4826,4.032502271121429,71774,4,1
0.4396,744,4.542440318302388,62477,3,1
0.4024,1693,4.300305770606987,75887,4,1
0.3668,1585,5.432768206465783,82521,4,1
0.4246,1001,3.4517895809451025,64406,3,1
0.4155,3084,4.342752354755356,57863,3,1
0.4489,3928,10.270811563915013,54890,2,0
0.4052,628,4.007688611244594,67286,4,1
0.4607,554,3.4425319267073844,64549,3,1
0.4331,11729,4.040924228379167,66311,3,1
0.4194,576,4.683278294806365,70513,4,1
0.3916,3992,4.881948871933036,86345,4,1
0.4294,5216,4.759483372317706,70906,4,1
0.4416,635,3.1554212823095,64537,3,1
0.4623,1107,4.294393813863573,71216,4,1
0.4036,2705,6.3554028732042465,60181,3,1
0.4127,4216,3.963644810964632,101629,4,1
0.4034,2477,4.260153365521159,68739,4,1
0.4125,1513,7.547405189620758,57515,2,0
0.4522,509,7.2766185125735685,52663,2,0
0.3729,101,0.9966777408637874,52063,2,0
0.4039,144,4.696132596685083,57891,3,1
0.3835,69,0.9216589861751152,65938,3,1
0.4755,358,1.4391287436795022,61594,3,1
0.4571,956,5.380389346709662,66555,4,1
0.4226,392,1.5050752537626881,65774,3,1
0.4252,183,1.6331658291457287,59792,3,1
0.4288,573,2.237851662404092,60938,3,1
0.432,406,3.3216783216783217,67008,4,1
0.371,440,4.565030146425495,73333,4,1
0.3813,2844,3.676862979486413,84084,4,1
0.4582,476,1.0111223458038423,60156,3,1
0.442,458,2.731512325116589,62338,3,1
0.3599,126,1.8808777429467085,50341,2,0
0.4123,645,3.4579230080572962,77683,4,1
0.4511,352,3.0470914127423825,58400,3,1
0.4149,580,4.548555833522856,63090,3,1
0.4429,76,3.684210526315789,61042,3,1
0.5082,41934,7.864630497963673,68356,4,1
0.4689,51769,6.269880288823206,67286,4,1
0.4252,3365,7.980120695775648,53902,2,0
0.4232,3622,5.734798406514031,57663,3,1
0.4131,2965,4.2717330732794645,61647,3,1
0.4303,2552,7.97640916561926,55063,2,0
0.4408,14318,6.118039199192463,74009,4,1
0.4171,1823,4.620886981402003,54012,2,0
0.4176,2433,6.09362389023406,58560,3,1
0.4275,5893,6.584208742799051,70108,4,1
0.4298,6275,8.26171232125224,54660,2,0
0.4032,1232,10.71062521352921,50967,2,0
0.4255,2672,6.6561962456061625,58995,3,1
0.4284,2020,5.476220353871251,67280,4,1
0.436,6475,5.016317558079854,73677,4,1
0.4216,4471,6.0163190809780716,73499,4,1
0.4018,1334,6.8280921356384345,60196,3,1
0.4452,2532,9.628886659979939,50701,2,0
0.3865,952,5.287954433584137,66096,3,1
0.448,4682,8.280699421581012,52332,2,0
0.4411,6521,7.934708173827139,68690,4,1
0.3861,682,2.861057824061387,71518,4,1
0.4493,4387,7.789630364673779,57738,3,1
0.4287,1983,6.585173501577287,58737,3,1
0.4401,1005,6.903765690376569,51110,2,0
0.4272,1570,9.596462822269274,51018,2,0
0.4043,1977,5.995725374029772,69196,4,1
0.4214,1155,6.419141079467853,67112,4,1
0.4318,3596,7.578896064335323,53614,2,0
0.4095,2563,6.25309354891932,58549,3,1
0.4158,1235,5.7862252770374525,60385,3,1
0.4528,2777,4.689885326800866,58160,3,1
0.3975,1448,3.985868661679136,68903,4,1
0.4075,1885,6.077092256048154,56659,2,0
0.4266,10628,5.281057183112277,66683,4,1
0.3984,1516,8.182873355687386,56429,2,0
0.4429,1751,11.210822394856685,48495,1,0
0.4103,2578,6.678346903019684,58474,3,1
0.5101,4042,9.404702351175589,51101,2,0
0.458,1897,9.907997169143666,41904,1,0
0.4084,4244,4.099657123446175,83808,4,1
0.4881,23830,9.555849068760326,58299,3,1
0.4143,1171,6.868782567503552,53636,2,0
0.4198,2622,6.811089338848973,58391,3,1
0.4435,14423,7.570743743759442,61119,3,1
0.4035,1961,6.392505744417605,52350,2,0
0.4325,3013,2.7386770114363443,111582,4,1
0.452,1843,4.036901739830351,87473,4,1
0.4272,1953,9.09158159491049,54122,2,0
0.4191,6636,5.2519534557418295,74642,4,1
0.4469,3499,9.916167664670658,56154,2,0
0.5077,84114,9.736099482122368,61477,3,1
0.4125,1050,3.4037500618413894,61729,3,1
0.4128,3072,6.379588316898505,65994,3,1
0.4267,1471,6.45216792842395,48627,1,0
0.442,8958,6.923247771044198,55749,2,0
0.452,3381,6.26727200947493,74065,4,1
0.3966,1713,5.733441220668131,58772,3,1
0.445,631,2.5749063670411987,60547,3,1
0.4308,527,1.9230769230769231,65000,3,1
0.4652,1988,5.699528814787967,69274,4,1
0.4654,1622,7.871559633027522,52353,2,0
0.4698,1135,10.663160969909438,43739,1,0
0.4813,2750,7.850976828714221,42296,1,0
0.4876,1756,9.118678583550176,46476,1,0
0.4365,2707,6.011062306816333,49712,1,0
0.492,25792,6.440094666239498,61082,3,1
0.4691,9439,13.676595089663666,47952,1,0
0.4221,1572,6.833773087071241,52266,2,0
0.4177,1540,6.262694651320244,68417,4,1
0.4813,11523,7.246337676365355,75689,4,1
0.4669,11106,17.088392147963237,48130,1,0
0.4688,28503,7.111588873697894,97145,4,1
0.4712,5926,6.563907864657835,86639,4,1
0.5188,29958,6.189395423142355,103363,4,1
0.4542,5044,9.425521411822782,56081,2,0
0.4159,14490,5.531966756812844,104768,4,1
0.3794,3134,7.812850243514764,107403,4,1
0.4603,17721,5.81109911466206,118960,4,1
0.3967,4298,4.4070244658552475,98905,4,1
0.4682,3494,10.077977315689981,61663,3,1
0.4069,5276,6.563822782428747,82113,4,1
0.4604,67281,6.302197851914185,82945,4,1
0.4656,13537,8.18241136808526,69540,4,1
0.4445,20312,6.8902441228675855,95514,4,1
0.4806,13219,6.250064939787829,114285,4,1
0.46,8008,3.4335418892110483,109863,4,1
0.414,4860,6.958383331515218,70434,4,1
0.4363,3911,7.598959838197053,53966,2,0
0.4186,5902,8.275555555555556,48415,1,0
0.4471,10207,12.456382374421814,43759,1,0
0.4564,1453,6.64488017429194,48885,1,0
0.4156,7068,5.287328211085523,72792,4,1
0.4314,3303,7.847052732786036,50792,2,0
0.4654,2536,7.636824406647498,69224,4,1
0.4347,6702,10.790114862513052,45090,1,0
0.4028,5006,10.935622317596566,51332,2,0
