Gini Index,Vacant Housing,Percent Unemployed,Median Family Income,Income Quartile,HighIncome
0.4275,1235,4.548192771084338,69179,4,1
0.4644,2036,9.381980640357408,52188,2,0
0.452,473,7.862068965517241,41383,1,0
0.4411,385,26.41860465116279,40417,1,0
0.391,457,10.282776349614396,64219,3,1
0.4204,672,1.7543859649122806,50688,2,0
0.4509,936,6.9164009918526395,55446,2,0
0.4242,1698,6.516248526687994,53742,2,0
0.4128,3052,7.24304620017434,75060,4,1
0.4781,7373,5.604617281183458,100324,4,1
0.4368,2213,7.796610169491526,54065,2,0
0.4558,471,4.2105263157894735,51607,2,0
0.4678,6968,4.09929553840993,80977,4,1
0.4849,782,8.69752731454859,46188,1,0
0.4565,1269,4.384672070744289,86806,4,1
0.4313,2953,8.023180940115905,50988,2,0
0.4469,5130,9.757341689135028,52362,2,0
0.4408,3562,7.089918742744889,51659,2,0
0.4095,5056,8.614516654008897,51007,2,0
0.4036,3234,8.788458707493007,49580,1,0
0.4138,4440,6.59138928336393,54161,2,0
0.431,7345,9.13987436510881,63606,3,1
0.4432,8077,7.647543077752859,56143,2,0
0.4796,10612,6.259689720831989,90180,4,1
0.4252,3238,10.778535980148883,48633,1,0
0.3846,4213,6.228432812873689,67275,4,1
0.4503,5675,8.939509187717682,59037,3,1
0.4428,3834,7.693947144075021,47864,1,0
0.4007,5117,7.5926592299388265,60140,3,1
0.4218,13026,14.023841655420602,42912,1,0
0.4433,3002,12.127045235803656,47558,1,0
0.4955,146986,12.993260160262492,54085,2,0
0.4089,4507,5.526009218457174,56045,2,0
0.4477,6645,5.8485299981113466,68872,4,1
0.4415,8244,8.9474047964614,59809,3,1
0.4581,24789,11.98731557872672,53924,2,0
0.4583,7994,7.8157844448691005,57945,3,1
0.3952,4947,5.47599245390186,89600,4,1
0.4383,8926,11.506876422281586,47282,1,0
0.4762,7339,10.479738462708127,54352,2,0
0.4424,5145,9.012708986838277,46469,1,0
0.456,1487,13.942891859052247,50011,2,0
0.448,6463,8.002612809829815,56316,2,0
0.4538,2424,9.939131827646964,44706,1,0
0.496,3167,10.291870415647923,40588,1,0
0.4092,184,1.7421602787456445,59531,3,1
0.4132,311,3.14214463840399,62500,3,1
0.4638,508,0.5837912087912088,56056,2,0
0.442,204,26.97466467958271,35781,1,0
0.4408,538,1.465648854961832,63393,3,1
0.4366,436,0.8602890571231934,62984,3,1
0.4436,1465,3.548172076090858,74756,4,1
0.4204,1085,2.845654191153727,65179,3,1
0.3619,594,2.187079407806191,63889,3,1
0.4519,294,15.905848787446505,46033,1,0
0.4385,1009,4.635922330097087,68015,4,1
0.3947,121,2.1573604060913705,74091,4,1
0.4655,225,0.6097560975609756,73973,4,1
0.489,477,5.0359712230215825,62029,3,1
0.4595,671,3.4324133050247703,65793,3,1
0.4465,82,14.446002805049089,31375,1,0
0.5345,1110,1.901686401148188,54214,2,0
0.4262,159,0.2626395272488509,62500,3,1
0.4272,181,1.3533834586466165,57353,2,0
0.4554,401,5.919854280510018,63500,3,1
0.4511,1248,7.194994786235662,60903,3,1
0.5003,217,0.6648936170212766,72125,4,1
0.4273,854,1.8730703259005146,87080,4,1
0.4658,956,3.889716840536513,74513,4,1
0.4189,2605,3.3118470771282507,65000,3,1
0.4218,865,2.8493290084589455,69515,4,1
0.4821,505,1.8310127789433532,57059,2,0
0.5072,286,29.92741485203797,34722,1,0
0.4355,361,1.9714144898965007,75625,4,1
0.5405,312,0.9446693657219973,61071,3,1
0.3893,182,16.521106259097525,48879,1,0
0.4413,171,2.74949083503055,49722,1,0
0.4117,100,2.2916666666666665,50529,2,0
0.3971,836,1.4728511760826557,62762,3,1
0.41,490,2.2826838828683425,67668,4,1
0.4335,1343,2.1633824013544656,69646,4,1
0.399,123,0.3474232773595831,72083,4,1
0.4115,296,2.4381868131868134,70611,4,1
0.4769,149,9.135802469135802,32847,1,0
0.438,166,6.759002770083103,65129,3,1
0.4457,4469,4.7791314216807645,64835,3,1
0.4439,646,2.694196147551303,82685,4,1
0.4659,287,4.163052905464007,62639,3,1
0.4407,2170,7.03546331099853,54935,2,0
0.4659,1331,8.35776344544534,65899,3,1
0.4565,857,12.861736334405144,38897,1,0
0.4569,3837,8.864933417882055,47316,1,0
0.4857,2011,6.660121093110784,36973,1,0
0.4436,1735,7.697884399920913,49157,1,0
0.4529,994,6.836616454229433,42418,1,0
0.5034,414,5.757970071567989,58140,3,1
0.4476,896,9.274477576895986,43704,1,0
0.4286,1414,8.011490584104692,53003,2,0
0.5052,1964,5.08978611460597,45615,1,0
0.4923,633,9.312870596442274,44732,1,0
0.4751,855,12.13265031005662,37255,1,0
0.4298,1130,7.3799725651577495,50125,2,0
0.6265,767,9.745762711864407,35565,1,0
0.468,2564,5.653329502190934,42145,1,0
0.4432,785,7.889908256880735,45353,1,0
0.5188,732,6.922851276034027,44205,1,0
0.4269,872,5.287009063444108,46058,1,0
0.4728,1742,7.301313805729054,39795,1,0
0.3843,764,15.95821325648415,47798,1,0
0.522,1682,6.650339110776186,45582,1,0
0.4324,3253,7.217759928603303,50785,2,0
0.4837,1748,8.12446474450471,52396,2,0
0.4787,17594,6.939704209328783,64868,3,1
0.4534,1612,9.034705634396516,47269,1,0
0.4475,1930,10.475661669442902,43512,1,0
0.4635,8258,7.735835940215502,52576,2,0
0.4168,4856,10.101981912641909,63377,3,1
0.4287,6182,8.029917612665628,57925,3,1
0.4286,8207,6.754134176244319,79545,4,1
0.4458,6025,8.549105114926865,59220,3,1
0.451,67385,7.759862501996125,66368,3,1
0.4127,4969,8.071505958829903,61231,3,1
0.5967,113259,6.869787081349695,94057,4,1
0.4157,5379,6.879557455368368,65261,3,1
0.4594,5613,7.006361403287775,101398,4,1
0.4374,11524,7.139953810623556,66617,4,1
0.4277,10458,7.521113294736283,66115,3,1
0.4544,26897,5.806555585139926,118959,4,1
0.4228,2168,7.256975697569756,61633,3,1
0.4193,4980,6.965653029971559,58675,3,1
0.4189,15300,9.355812883742324,58854,3,1
0.4385,80706,6.070942988464151,104790,4,1
0.4412,1183,9.32009167303285,38667,1,0
0.4213,8313,9.144660413018224,60689,3,1
0.406,4845,7.028142669791242,62139,3,1
0.4558,11181,7.423662925575271,63072,3,1
0.4635,38539,6.120081643347039,70078,4,1
0.466,21638,10.149401841336347,63506,3,1
0.4387,14613,6.658422956563241,87032,4,1
0.459,8802,5.963525155708052,55115,2,0
0.496,15923,8.386209813874789,60366,3,1
0.503,3529,9.01769020566662,41122,1,0
0.4471,19369,9.181509754028838,62603,3,1
0.4518,2086,14.154478423788227,41704,1,0
0.4661,2145,13.114754098360656,45047,1,0
0.4515,1315,10.583153347732182,51453,2,0
0.4361,6088,9.48704065538266,48962,1,0
0.4034,338,10.981356279450932,70822,4,1
0.4616,10308,9.71426918850136,53954,2,0
0.4579,7557,7.268618540316372,66449,3,1
0.4213,3694,10.317673980347287,55209,2,0
0.4577,3593,9.458569358450797,47924,1,0
0.49,2659,7.75586271160118,71990,4,1
0.4034,7053,7.564247795473224,61739,3,1
0.4365,2731,13.11432325886991,52684,2,0
0.4592,5515,7.609978751869048,47509,1,0
0.4605,4304,12.509004466215243,47157,1,0
0.4089,12955,11.763616418059296,51654,2,0
0.4413,7418,10.106046772947538,43697,1,0
0.4496,1955,6.845629558770776,48825,1,0
0.4444,6419,10.78694631927813,49962,1,0
0.4565,500,2.5910364145658265,80533,4,1
0.4042,463,2.549772965420887,67896,4,1
0.4179,4485,2.3738157683455547,77801,4,1
0.4427,594,3.0819140308191404,73097,4,1
0.4568,354,2.5244299674267103,69226,4,1
0.4595,4559,2.945508100147275,76371,4,1
0.5168,563,3.3779477374123643,60764,3,1
0.3978,945,2.801889902208549,74112,4,1
0.4371,834,3.2366540563261874,62037,3,1
0.4947,379,2.8089887640449436,55658,2,0
0.3572,623,7.050092764378478,70775,4,1
0.4544,1985,9.524755096637543,55212,2,0
0.5094,879,9.914529914529915,45479,1,0
0.4312,1639,10.832811521603006,43837,1,0
0.4756,738,7.641365257259297,35331,1,0
0.4829,31173,7.221071397185291,64689,3,1
0.4273,785,7.656012176560122,47795,1,0
0.5196,1343,6.634819532908705,50319,2,0
0.4252,5689,10.712525869715186,52803,2,0
0.4083,5413,13.792048929663608,42804,1,0
0.4386,6795,9.335131210455346,48688,1,0
0.4476,5577,10.74905422446406,53910,2,0
0.4416,8193,7.151374419480357,61912,3,1
0.4308,4717,8.777038269550749,46827,1,0
0.4226,4977,6.832560101223113,57943,3,1
0.4549,7110,12.59889920880633,48654,1,0
0.406,2023,13.391304347826086,46384,1,0
0.4253,22265,7.530642831592341,69615,4,1
0.4079,2592,8.824694518085138,57556,2,0
0.4305,2263,6.797991502510622,52745,2,0
0.4687,6371,7.51815129986728,61488,3,1
0.4065,3149,6.728985300413871,68872,4,1
0.4559,4108,8.488645262333595,50504,2,0
0.47,7177,7.511627906976743,63900,3,1
0.4028,1606,3.9372706039372707,69726,4,1
0.4106,424,3.316326530612245,66594,4,1
0.4304,1910,4.33965966751703,75606,4,1
0.4083,213,1.9752358490566038,65517,3,1
0.4014,260,3.9660056657223794,69526,4,1
0.4143,2017,3.0857407514618194,76021,4,1
0.4387,678,3.1417204006036497,60029,3,1
0.4178,1284,3.479369705801986,69149,4,1
0.4145,2515,4.079207920792079,65694,3,1
0.4315,2071,4.024655547498187,73635,4,1
0.409,1342,2.1385402138540215,66667,4,1
0.4,538,4.219105837228815,69400,4,1
0.4219,574,2.720513687056438,61833,3,1
0.4267,5622,3.7224840422358767,65400,3,1
0.4418,902,2.2900763358778624,63191,3,1
0.4138,923,2.703091301222142,70401,4,1
0.4302,12300,6.316031235645384,55486,2,0
0.4335,1300,4.712230215827338,77229,4,1
0.4156,5875,4.352724293322409,61584,3,1
0.4101,670,3.3077060611478637,69645,4,1
0.4282,1182,3.2291765599772058,62650,3,1
0.4231,675,7.016457264201026,61153,3,1
0.4217,6251,6.559442632671213,56229,2,0
0.4004,1800,7.398178381165149,63219,3,1
0.4563,2620,8.503600960256067,51802,2,0
0.4608,6701,6.517996361746362,60502,3,1
0.3928,1291,6.5505192184654755,65735,3,1
0.4719,4019,7.095809593081989,43265,1,0
0.4295,1988,8.210721267620126,47678,1,0
0.4402,2375,7.080466877946974,50695,2,0
0.4582,1541,11.427737794203463,38864,1,0
0.4341,2043,8.770664595584156,47958,1,0
0.4698,5458,7.282120006916825,56536,2,0
0.4472,1813,6.546184738955824,51377,2,0
0.457,1382,7.10284325124194,45271,1,0
0.4024,1324,6.035665294924554,45781,1,0
0.4458,1244,8.362475292686636,43938,1,0
0.4505,3145,3.7498823750823376,112555,4,1
0.4496,1569,6.1446487166809005,50139,2,0
0.4638,4688,7.980621296932797,45647,1,0
0.4282,4150,8.826148913430709,46741,1,0
0.4189,513,11.662631154156578,47073,1,0
0.4719,2271,8.446716476602438,43658,1,0
0.4365,1434,7.428952889567042,45619,1,0
0.4583,1938,8.017377567140601,52719,2,0
0.5212,2847,7.687802020793674,50183,2,0
0.4318,19292,6.395828180394096,50691,2,0
0.4245,1581,8.704722169542954,52988,2,0
0.4268,1022,10.74349896227567,52463,2,0
0.4818,2057,8.348240906380441,45107,1,0
0.4519,1298,10.643115942028986,39063,1,0
0.4706,2153,14.820769885557553,42119,1,0
0.456,4059,9.288425461367305,56424,2,0
0.4788,3378,9.34872885647726,53574,2,0
0.4596,2581,8.717782109594975,48812,1,0
0.4286,1807,9.050919754732071,44458,1,0
0.5212,4027,12.15668617739757,49065,1,0
0.4447,2270,5.644679580168956,56485,2,0
0.4491,1675,8.617049353391396,46461,1,0
0.4386,3520,11.532495319604172,43317,1,0
0.4827,3512,7.912276929692539,47635,1,0
0.446,949,6.839923469387756,48736,1,0
0.5033,457,12.235067437379577,43897,1,0
0.4823,17877,6.212999957039137,66555,4,1
0.4571,3252,8.617698091382302,49571,1,0
0.4449,1225,8.423022929340195,53358,2,0
0.4559,2007,8.045112781954886,49855,1,0
0.5599,1508,13.446116664835769,39691,1,0
0.4719,4121,7.364352349675957,56346,2,0
0.457,1528,8.431485205400747,37961,1,0
0.433,2956,8.016934648470928,48083,1,0
0.4445,2277,18.169042360971694,43802,1,0
0.4601,2221,7.507002801120448,61410,3,1
0.4094,6164,6.093347332251599,70168,4,1
0.459,1055,4.232681854978606,54184,2,0
0.4141,3646,5.3771610202341265,73871,4,1
0.4548,1209,11.464968152866243,43802,1,0
0.4839,9655,6.696154318712373,50213,2,0
0.4676,3557,7.056037335005049,50688,2,0
0.4395,3798,6.607744107744108,64492,3,1
0.4833,10465,6.67862731344089,66202,3,1
0.4699,761,3.091482649842271,50804,2,0
0.4981,1018,3.9010466222645097,55580,2,0
0.4151,1647,3.7963761863675582,71332,4,1
0.3936,917,3.284340410088913,59511,3,1
0.4261,597,4.393859184753838,70385,4,1
0.3953,2105,3.786077007135052,71218,4,1
0.4966,3130,4.5791739170253685,69437,4,1
0.4002,2476,4.141937113271878,70874,4,1
0.4371,599,6.918819188191883,58591,3,1
0.4412,1336,6.390754642433821,60660,3,1
0.4333,318,7.441860465116279,62982,3,1
0.4248,345,3.525913338997451,63125,3,1
0.4275,2544,7.344324163273414,65403,3,1
0.3209,2656,2.7869709109911165,86923,4,1
0.4291,364,3.61094933022714,78058,4,1
0.4349,4082,9.929772987097827,54356,2,0
0.5217,1351,9.0440755580996,60034,3,1
0.4301,333,11.650485436893204,41625,1,0
0.4336,1206,9.261053906723198,76468,4,1
0.4057,2757,9.266829013741521,60559,3,1
0.4702,619,9.63674007152268,48158,1,0
0.5031,2799,7.2718770094113525,43440,1,0
0.4454,5529,7.750369621041164,51696,2,0
0.4209,2588,7.80751230049202,62470,3,1
0.4483,1756,10.527522935779816,46657,1,0
0.413,5548,5.522068347115672,84422,4,1
0.427,556,6.925711090921798,72364,4,1
0.4375,2329,7.20239836209418,65682,3,1
0.456,1260,5.373013735523835,39559,1,0
0.5417,64830,8.900156680330795,80423,4,1
0.4715,19234,7.437631666481871,63031,3,1
0.4234,7958,5.0745943591418925,81280,4,1
0.397,723,4.5010163585325715,51910,2,0
0.387,360,4.981920449979912,52019,2,0
0.378,438,3.828750435085277,58887,3,1
0.4016,4286,8.302974455683183,51914,2,0
0.464,1113,7.720516330921182,63397,3,1
0.421,1028,10.166542381307481,49966,1,0
0.3751,258,4.708520179372197,34205,1,0
0.395,4187,5.221174764321972,56811,2,0
0.3819,2210,6.4447484420124646,47775,1,0
0.4053,477,6.636363636363636,53347,2,0
0.4396,11156,8.194079164255207,70077,4,1
0.3994,801,6.143643643643644,66803,4,1
0.4565,7660,7.537785503887198,74886,4,1
0.4205,1875,5.239594263728577,63860,3,1
0.4152,1770,6.540686753324818,69102,4,1
0.4265,2326,8.520444839105247,56673,2,0
0.4502,963,8.500536069842243,56121,2,0
0.4194,773,7.508436445444319,53362,2,0
0.4497,5298,4.657839170367905,84335,4,1
0.4184,1315,6.568275495279884,50820,2,0
0.4351,5702,7.7358745606920785,62197,3,1
0.4268,696,8.598130841121495,62214,3,1
0.3989,646,6.222392932590743,60216,3,1
0.4417,10357,6.891979534481517,83680,4,1
0.4286,319,5.098743267504488,69143,4,1
0.4022,943,5.919839007211135,66580,4,1
0.4182,1600,5.012232607741045,56983,2,0
0.5375,5020,9.022556390977442,56466,2,0
0.445,1141,6.314725940894165,56932,2,0
0.4621,1629,12.413978014121012,52617,2,0
0.4185,2211,6.761640759324888,61031,3,1
0.4311,3650,9.362225455553245,72497,4,1
0.3814,605,4.037712646034023,69747,4,1
0.4097,14994,6.774106339897047,90541,4,1
0.4254,823,5.305254631973271,66349,3,1
0.4228,1095,7.918622848200313,52656,2,0
0.472,730,18.0641530669668,55476,2,0
0.4467,2762,6.815403422982885,55010,2,0
0.451,1131,7.80771092111631,54924,2,0
0.4164,3560,5.07703081232493,73636,4,1
0.4011,2122,6.650334303067422,64643,3,1
0.4003,1347,5.8923405860898,55855,2,0
0.4074,1123,7.559331966012306,52292,2,0
0.4317,339,1.9778481012658229,68750,4,1
0.5176,277,2.113821138211382,68914,4,1
0.3931,992,2.64797507788162,86755,4,1
0.4205,318,2.3383768913342506,68469,4,1
0.5118,232,19.70713849908481,40652,1,0
0.436,170,0.3898635477582846,67406,4,1
0.4946,349,5.150631681243926,73516,4,1
0.5157,408,1.6367887763055338,87031,4,1
0.407,283,0.8763837638376383,73221,4,1
0.4514,2948,10.020403536613012,41078,1,0
0.4705,3218,5.758818703855619,42481,1,0
0.4759,1189,11.06861381548447,41939,1,0
0.4801,9132,10.550417347214847,45626,1,0
0.3723,723,2.6418362927674317,127500,4,1
0.5088,6214,9.49904018824695,45252,1,0
0.5082,4905,4.9079754601226995,42841,1,0
0.4402,3415,10.747648753918744,48554,1,0
0.4952,2380,9.562345169281587,46360,1,0
0.4721,25496,7.306891219036891,61503,3,1
0.4531,7933,10.989952488511566,49323,1,0
0.4311,2323,16.300446467652982,44630,1,0
0.4399,461,6.586021505376344,59250,3,1
0.4498,1176,0.31323414252153486,37979,1,0
0.4089,2505,4.007123775601069,44313,1,0
0.501,31661,12.66663836291076,39667,1,0
0.461,19579,6.830612517980798,73195,4,1
0.4358,4300,6.627042312526184,63857,3,1
0.4332,2558,5.283505154639175,64934,3,1
0.4121,4219,6.160043947994873,113770,4,1
0.4185,7698,8.798641039353235,61510,3,1
0.4398,5513,5.513381143956621,73899,4,1
0.451,8375,7.576178766171282,59661,3,1
0.4186,7537,9.226333493512733,62069,3,1
0.4396,14004,7.866204932358081,55428,2,0
0.5201,82944,8.999272750582449,56404,2,0
0.4339,2465,6.7206049764189295,70168,4,1
0.4175,2377,7.42205557553033,57697,3,1
0.415,11089,5.394006293556519,89802,4,1
0.4662,7568,5.5096418732782375,74213,4,1
0.4196,4980,7.88058305401824,59992,3,1
0.5382,28163,7.051261804744007,110543,4,1
0.4392,12341,8.272932920917778,58699,3,1
0.4502,3668,8.356756303226078,55051,2,0
0.4538,12589,6.204892009122211,87962,4,1
0.4585,10806,10.012446693464467,56394,2,0
0.498,3849,5.367129196648407,76278,4,1
0.4416,12101,6.01573885164675,70982,4,1
0.4219,2809,5.166841879842698,66391,3,1
0.4419,12074,7.620822605643725,90856,4,1
0.4634,24116,7.306146214457702,70387,4,1
0.4577,13698,6.861481034000848,63182,3,1
0.4595,14427,8.532966094457255,76101,4,1
0.4519,3485,5.567271193589203,66192,3,1
0.4053,3096,5.061511423550088,68775,4,1
0.4349,7145,6.874074074074074,62717,3,1
0.4488,12157,7.764705882352942,64821,3,1
0.461,14340,5.808791195551994,86456,4,1
0.4114,7959,8.083276759447838,54196,2,0
0.4154,9471,7.492271815174359,55744,2,0
0.4289,5653,4.858669867672697,69258,4,1
0.4359,13209,7.395373344038539,78491,4,1
0.4052,1832,5.433023388657928,66720,4,1
0.4499,4197,7.17856264852905,65054,3,1
0.4384,936,10.504789581315253,50981,2,0
0.454,2329,6.563706563706563,51302,2,0
0.4541,1325,13.434946574481458,47605,1,0
0.423,3310,6.5611330972714015,45244,1,0
0.4214,4636,6.291125786689278,78672,4,1
0.3933,878,5.749408983451536,66309,3,1
0.4711,5687,6.173974615051309,64625,3,1
0.4353,5457,3.5109808954211967,104586,4,1
0.4165,2531,4.074096134373697,59694,3,1
0.4816,1661,3.288526899170213,88918,4,1
0.3926,1698,5.437720939904346,60631,3,1
0.4108,5928,6.210695821679804,64568,3,1
0.406,1156,6.4476035112250445,58060,3,1
0.4067,856,5.972448019166595,63571,3,1
0.4097,2035,5.569018547860938,58834,3,1
0.4335,1318,4.58252427184466,72102,4,1
0.4077,856,6.241853729181752,53106,2,0
0.4509,13042,7.048080427000493,61751,3,1
0.4495,3282,6.4152718629295835,72466,4,1
0.4149,5034,5.452840997864695,74985,4,1
0.4213,1463,3.8551192397346243,61925,3,1
0.4264,1381,5.4848078641644324,50521,2,0
0.42,2859,7.65661252900232,61153,3,1
0.4147,788,8.328995314940135,51007,2,0
0.4075,1596,6.746424395070613,55040,2,0
0.416,7110,6.454365657032136,57064,2,0
0.4249,1800,7.576882290562035,55205,2,0
0.4684,4489,7.299010413297975,51617,2,0
0.4064,453,3.162514521750355,65956,3,1
0.4384,789,2.9755033987431063,64531,3,1
0.4137,537,4.112261743959177,60038,3,1
0.4091,378,6.256206554121152,62050,3,1
0.418,443,2.829447209850668,61494,3,1
0.4182,428,3.1585596967782688,63666,3,1
0.4455,5243,3.407615750757248,74370,4,1
0.4175,477,5.526366997470325,60383,3,1
0.4005,1000,5.72536496350365,64215,3,1
0.4305,643,5.380906460945034,56929,2,0
0.3739,509,3.328791123223671,72483,4,1
0.4449,641,3.474718427989456,60126,3,1
0.419,642,4.324324324324325,62098,3,1
0.4476,462,3.873534338358459,63469,3,1
0.398,800,4.2375737152485256,70787,4,1
0.4352,453,3.160415003990423,66354,3,1
0.4412,1813,5.677845078051903,56129,2,0
0.4184,828,1.8306636155606408,66731,4,1
0.4202,1576,4.468874290566206,66633,4,1
0.4481,12185,5.1836934252188485,75427,4,1
0.4369,3072,5.0043093172941155,59766,3,1
0.422,1014,4.849345642690474,58899,3,1
0.4118,1871,7.854504120488776,58351,3,1
0.398,872,5.2317455520719225,80457,4,1
0.3939,649,3.5507844756399667,71620,4,1
0.4362,818,3.2556545579163814,64569,3,1
0.4243,1146,3.383187209902011,71433,4,1
0.4149,599,3.016643550624133,55625,2,0
0.4471,5524,4.886768607179861,74169,4,1
0.393,319,3.674540682414698,52427,2,0
0.4597,317,1.9410977242302543,68350,4,1
0.4017,867,2.743580724586704,58722,3,1
0.4228,571,4.069329314242653,60000,3,1
0.4123,243,1.9455252918287937,58060,3,1
0.4469,764,4.404973357015986,59536,3,1
0.4719,1894,6.5722785368003525,51599,2,0
0.4072,549,1.2060301507537687,58125,3,1
0.4626,520,0.8503401360544218,59674,3,1
0.3847,1522,7.182489182998218,63527,3,1
0.4472,4860,6.541553649536935,80555,4,1
0.4521,4070,7.63990817056189,57990,3,1
0.442,1902,8.41892574507493,46721,1,0
0.4032,737,5.541103017689906,61779,3,1
0.4515,5984,7.677663319859174,63131,3,1
0.4215,4454,5.922662750856583,61767,3,1
0.4703,23277,7.306140744060959,66827,4,1
0.417,1899,5.809810907097835,67539,4,1
0.4054,1445,5.790999070377864,56210,2,0
0.4375,4809,8.365842240773972,56979,2,0
0.4168,1127,6.214715197135907,65461,3,1
0.4456,2232,7.183699766449222,51674,2,0
0.4649,13791,8.885035915218854,55704,2,0
0.4711,4268,8.959481361426256,52398,2,0
0.3867,1482,5.414339450587028,62555,3,1
0.4009,1811,6.6140747510702775,60354,3,1
0.4517,4811,7.598801705265583,57101,2,0
0.4395,2356,7.652801789891182,51881,2,0
0.4424,3247,9.317520452424093,51309,2,0
0.4036,1603,4.6981409902448,68744,4,1
0.4423,6462,8.920309265798124,56496,2,0
0.4408,11157,8.162647031704843,66242,3,1
0.4659,31706,8.734193168928286,58720,3,1
0.4281,4281,5.016710516959397,91608,4,1
0.4272,7050,8.086407080453476,51484,2,0
0.4419,3485,7.4313102073743655,52167,2,0
0.4241,1350,5.286200745905627,47476,1,0
0.3926,3879,4.254316880363898,76002,4,1
0.4778,936,8.648901355773726,48415,1,0
0.4089,1147,2.9317927050099164,56924,2,0
0.5091,1459,9.464400946440096,45141,1,0
0.4458,981,7.2039942938659065,47250,1,0
0.4341,579,3.049698795180723,61620,3,1
0.4496,2014,8.106382978723405,47691,1,0
0.4431,8682,8.954587581093605,59518,3,1
0.4557,1371,5.991902834008097,40930,1,0
0.4682,3169,6.759918363283389,56738,2,0
0.4641,3426,6.106011519078474,59085,3,1
0.4724,624,6.2103929024081115,52817,2,0
0.4457,5125,10.31776662807153,46750,1,0
0.4115,1399,3.149606299212598,61836,3,1
0.437,2076,8.059807760768956,45444,1,0
0.4024,2987,6.243050039714059,65363,3,1
0.4572,2840,8.286981056025796,50844,2,0
0.4625,4734,7.589451948139874,51595,2,0
0.3996,2292,7.136758575661695,64492,3,1
0.4514,3278,7.237440614575963,49823,1,0
0.4382,1419,4.095441595441596,71662,4,1
0.469,1147,8.680809558644233,47676,1,0
0.449,11292,10.546403633651956,60400,3,1
0.3966,680,6.288122435399799,80278,4,1
0.4569,840,11.897251013970257,47401,1,0
0.537,2959,21.833111943002052,42335,1,0
0.433,1860,8.31517792302106,53162,2,0
0.5003,7800,6.070528967254408,62210,3,1
0.475,2216,7.64816852696117,44547,1,0
0.4958,1831,12.324929971988796,46214,1,0
0.5215,1889,15.294347741052219,37586,1,0
0.4995,43489,8.217166200763957,62153,3,1
0.4799,1679,13.642813703628622,46863,1,0
0.4415,2353,9.712943249394318,45271,1,0
0.519,2059,14.0748413828823,44849,1,0
0.4554,4386,9.42592807649131,48908,1,0
0.4464,5261,5.855731042763462,48394,1,0
0.4555,3604,10.659490225191783,49771,1,0
0.468,1273,7.355573637103337,50250,2,0
0.517,4143,14.897017045454545,36573,1,0
0.4445,7187,9.65677001946432,53101,2,0
0.4195,1764,8.596604341285193,55582,2,0
0.4133,981,5.4761396771211155,54724,2,0
0.3972,6767,4.329896907216495,72304,4,1
0.5002,1395,7.701019252548131,43616,1,0
0.4526,4718,8.717921285956912,61756,3,1
0.4415,986,10.55167829843802,50787,2,0
0.4287,1067,5.057471264367816,59630,3,1
0.436,16201,7.380754281172774,73569,4,1
0.4322,430,3.9473684210526314,57544,2,0
0.3877,10481,5.798074770539512,73865,4,1
0.4621,11025,6.04494652085086,80002,4,1
0.4647,1446,10.138992305783074,43389,1,0
0.4274,962,4.5182781004441415,98823,4,1
0.4545,17935,6.903927829618377,81762,4,1
0.4384,45975,7.108621352154833,64432,3,1
0.4201,5966,7.970611692486164,64836,3,1
0.5334,30165,8.73435006067341,89023,4,1
0.4677,36010,8.54548255043312,82940,4,1
0.4397,13111,6.688154713940371,91848,4,1
0.4512,5746,10.457653315170408,49762,1,0
0.4526,8366,7.85258074566414,56497,2,0
0.4628,6107,12.223945477183861,49073,1,0
0.4344,5337,9.906122085780387,55998,2,0
0.46,3581,12.535022536240712,40764,1,0
0.4266,2782,6.891589988261577,59521,3,1
0.4258,6247,9.953646769463626,56496,2,0
0.4265,2474,11.605857532886573,50415,2,0
0.4299,8562,4.719065342435762,59490,3,1
0.4122,1426,14.302325581395348,43143,1,0
0.4675,8732,8.580120517170773,64736,3,1
0.4899,32521,7.8543949173375625,73250,4,1
0.4656,2872,12.67639902676399,38718,1,0
0.4926,7940,11.488469145999522,58390,3,1
0.444,9018,10.6381340928335,52802,2,0
0.4762,3311,11.052175243535473,42520,1,0
0.422,6852,7.711078574914593,45100,1,0
0.3833,5435,6.172549019607843,74304,4,1
0.4603,4245,6.812779610465905,77361,4,1
0.4634,5463,9.74856064795238,46460,1,0
0.4733,5726,9.464188675144007,55079,2,0
0.433,2383,8.352735739231665,51893,2,0
0.4073,19325,5.939530362715506,63667,3,1
0.4804,4018,9.89363065487633,46455,1,0
0.4679,3772,8.378088077336198,50559,2,0
0.4006,704,9.701760689902983,60781,3,1
0.4437,2687,9.46854001221747,47188,1,0
0.4531,2298,7.208650380456548,52474,2,0
0.4298,2273,9.026876737720112,55820,2,0
0.4598,2835,7.828064097011693,55564,2,0
0.418,6426,6.990057682831387,52877,2,0
0.418,2678,7.462072747212575,50820,2,0
0.4833,1217,15.968289920724802,42996,1,0
0.4554,2557,10.291557876414274,45906,1,0
0.4377,20234,11.415575364073218,52339,2,0
0.4859,23232,7.615916955017302,59701,3,1
0.4626,10461,5.145954067396437,52771,2,0
0.4496,2332,8.513483396478716,55204,2,0
0.4889,6404,10.802732707087959,37897,1,0
0.4684,3372,7.023411371237458,44370,1,0
0.4463,27933,5.657177004726004,88280,4,1
0.433,2001,14.366458579382488,42500,1,0
0.4254,3341,9.792603187576624,45431,1,0
0.4292,3215,8.190552979909963,53788,2,0
